Provincia,Partido,Unnamed: 2,Poblacion,ADSL,CABLEMODEM,Unnamed: 6,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Unnamed: 13,Latitud,Longitud
BUENOS AIRES,0,0,18140,--,0,0,SI,--,0,--,0,SI,67700400,"-33,769589927701",0
BUENOS AIRES,0,San Pedro,474520,SI,0,--,SI,SI,0,SI,0,0,67700500,"-33,6791252253366",0
0,San Pedro,Santa Lucía,23600,0,--,--,SI,0,--,SI,SI,SI,00,"-33,8794559527188","-59,8753284459435"
BUENOS AIRES,San Vicente,Alejandro Korn,00,0,SI,SI,0,--,SI,0,SI,SI,00,0,"-58,3865346894091"
BUENOS AIRES,San Vicente,0,00,--,SI,0,--,--,SI,SI,SI,0,67780200,"-35,048692550243","-58,3145745868708"
BUENOS AIRES,0,0,234050,SI,0,SI,SI,--,0,SI,0,0,67780200,"-35,010404143813",0
BUENOS AIRES,Suipacha,General Rivas,00,SI,--,--,0,--,SI,SI,--,SI,00,"-34,6100370680434","-59,7504234207746"
0,Suipacha,Suipacha,84030,0,--,SI,SI,0,SI,0,SI,SI,00,0,"-59,6879181821818"
0,Tandil,De la Canal,570,0,--,--,--,0,SI,--,0,--,67910100,"-37,1293125663244",0
0,COMUNA 04,PARQUE PATRICIOS,00,0,SI,SI,0,0,SI,SI,SI,0,20000100,"-34,6375496406835","-58,4016756206755"
CHUBUT,0,Gaiman,47300,SI,0,SI,SI,SI,0,0,SI,SI,00,0,"-65,4924135000744"
CHUBUT,0,0,820,--,0,0,--,SI,0,SI,--,--,00,"-42,5683892291525","-68,9190916237139"
CHUBUT,Gastre,El Escorial,00,--,--,--,0,0,--,SI,--,0,260490200,"-43,098070041959","-68,5596033354947"
0,Gastre,Gastre,6020,0,--,--,--,0,SI,SI,0,SI,260490300,"-42,2656204565429",0
CHUBUT,Gastre,Lagunita Salada,00,--,--,--,0,SI,SI,0,--,--,00,0,"-69,1884723935703"
0,Gastre,Yala Laubat,370,0,--,--,--,0,--,--,--,--,00,"-42,7671354457615","-68,875421794475"
CHUBUT,Languiñeo,0,2470,--,--,0,--,SI,SI,SI,0,--,260560100,"-43,2341165952859",0
CHUBUT,0,Carrenleufú,3170,--,0,0,--,SI,0,SI,--,0,260560200,"-43,5856885437306","-71,7009020245021"
ENTRE RIOS,0,Hocker,00,--,0,--,--,--,0,--,--,SI,00,"-32,0874958453901","-58,3417058444451"
CABA,0,0,336230,SI,0,0,SI,SI,0,0,SI,SI,00,0,"-58,5065803391285"
0,Río Cuarto,Coronel Moldes,90050,0,--,--,--,0,--,SI,SI,0,140981000,"-33,6230868735031","-64,5971033510391"
0,Río Cuarto,Elena,00,0,--,--,0,0,SI,SI,0,0,140981100,"-32,5720684109952",0
CORDOBA,0,0,1650,SI,--,0,--,SI,SI,0,SI,--,140981200,0,"-64,7251129655857"
CORDOBA,0,La Cautiva,9690,--,0,--,--,--,0,0,--,SI,00,0,"-64,0842989461185"
0,Río Cuarto,La Gilda,1010,0,--,--,0,0,--,--,0,--,140981400,"-33,2082959166527",0
CORDOBA,Río Cuarto,Las Acequias,00,SI,--,--,0,--,--,SI,SI,0,140981500,"-33,2822486969948",0
CABA,0,BELGRANO,1268310,SI,0,SI,SI,SI,0,0,SI,SI,20000100,0,"-58,4502890947349"
CHUBUT,Languiñeo,0,2620,--,--,0,--,SI,SI,0,--,--,00,0,"-69,9302181856069"
CHUBUT,0,0,4720,--,0,0,--,SI,0,SI,0,0,260560400,"-42,7371109950872",0
CHUBUT,0,Tecka,12370,--,0,--,--,SI,0,SI,0,--,260560500,"-43,4935820815258",0
0,Mártires,El Mirasol,00,0,--,--,0,0,--,--,--,--,00,"-43,2852932712541","-67,7603113819649"
0,Mártires,Las Plumas,4800,0,--,--,--,0,--,0,--,--,260630200,0,"-67,2869956666141"
CHUBUT,0,Cerro Cóndor,670,--,0,--,--,SI,0,SI,0,0,260700100,"-43,4233198653988",0
CHUBUT,Paso de Indios,0,2300,--,--,0,--,SI,SI,SI,--,0,260700200,"-43,8711929981581","-68,4301168776514"
CHUBUT,Paso de Indios,0,12640,--,--,0,--,SI,--,0,--,SI,260700300,0,"-69,0448870902309"
CHUBUT,0,0,760,--,0,0,--,--,0,--,--,--,00,"-43,3821208618862","-65,0449325683674"
BUENOS AIRES,Bragado,Bragado,00,SI,SI,SI,0,--,SI,SI,0,SI,61120100,"-35,118942299763",0
0,Bragado,Comodoro Py,00,0,--,--,0,0,SI,--,0,0,61120200,"-35,3233100374631",0
0,Bragado,General O'Brien,24880,0,--,--,SI,0,SI,0,SI,SI,00,0,"-60,7597838238054"
0,Bragado,Irala,00,0,SI,--,0,--,SI,0,--,SI,61120400,0,"-60,6916912010278"
BUENOS AIRES,0,La Limpia,380,--,0,--,--,--,0,--,--,0,61120500,"-35,0797272650156",0
BUENOS AIRES,Bragado,0,40,--,--,0,--,--,0,--,0,--,61120600,"-35,0615246745825",0
0,Bragado,Mechita (Est Mecha),00,0,SI,--,0,0,SI,0,--,--,00,0,"-60,4084937925362"
0,Bragado,Olascoaga,1270,0,--,--,--,0,SI,--,--,--,00,"-35,2375277927366","-60,6115341696178"
BUENOS AIRES,0,0,4370,SI,0,0,--,--,0,--,0,0,61120900,"-34,9098734445057",0
BUENOS AIRES,Brandsen,0,2150,--,--,0,--,--,--,SI,--,0,61190100,"-35,3615828022139","-58,1504868159157"
0,Brandsen,Barrio El Mirador,00,0,--,--,0,0,--,0,SI,SI,00,0,"-58,0484420796345"
BUENOS AIRES,Brandsen,Barrio Las Golondrinas,00,--,--,--,0,--,--,--,SI,SI,00,"-35,0335777783556","-58,1935382681817"
BUENOS AIRES,Brandsen,Barrio Los Bosquecitos,00,--,--,--,0,0,--,--,--,0,61190300,"-35,1050389949725","-58,1835007859607"
0,Brandsen,Barrio Parque Las Acacias,2290,0,--,--,--,0,--,--,0,--,61190400,"-35,1030329461442",0
BUENOS AIRES,Brandsen,0,2340,--,0,0,--,--,--,--,SI,SI,00,"-35,1149772603157","-58,0953896541907"
BUENOS AIRES,0,Club de Campo Las Malvinas,40,--,0,--,--,--,0,0,--,--,00,0,"-58,2433030920635"
0,Paraná,Pueblo Moreno,00,0,--,--,--,0,--,--,0,--,300840700,"-31,5884913847857",0
0,General Roca,Barrio Unión,00,0,--,--,0,0,SI,--,--,0,620423500,"-38,979186876102","-67,941976373184"
0,Brandsen,Coronel Brandsen,198770,0,SI,--,SI,0,SI,SI,SI,SI,00,"-35,1690983002919","-58,2373529446643"
BUENOS AIRES,Brandsen,Gómez,00,--,--,--,0,--,--,0,--,SI,61190600,0,"-58,1656899882306"
BUENOS AIRES,0,Jeppener,24960,SI,0,--,SI,--,0,SI,SI,0,61190700,"-35,2802043920968","-58,1996649431989"
BUENOS AIRES,0,0,1830,--,--,0,--,--,--,SI,0,0,61190800,"-35,1842584334678",0
BUENOS AIRES,Brandsen,0,150,--,--,0,--,--,--,0,SI,SI,00,0,"-58,0504528667351"
BUENOS AIRES,0,0,60,--,0,0,--,--,0,--,--,--,00,"-35,2206242719966","-58,2805297949826"
BUENOS AIRES,Campana,Alto Los Cardales,00,--,--,--,0,--,SI,--,0,SI,61260100,"-34,3160243688815",0
0,Campana,Barrio Los Pioneros,00,0,--,--,0,0,SI,--,SI,0,61260200,"-34,2530406367633","-58,9584400368589"
BUENOS AIRES,0,Campana,868600,SI,0,0,SI,SI,0,0,SI,SI,00,0,"-58,9588741035355"
BUENOS AIRES,Campana,0,16210,--,--,0,--,--,SI,0,SI,SI,61260350,0,"-58,921199044246"
0,Campana,Lomas del Río Luján (Est Río Luján),00,--,SI,--,0,--,--,--,0,0,61260400,"-34,2816770641806",0
0,General Rodríguez,General Rodríguez,853150,0,SI,SI,SI,0,SI,SI,0,SI,63640300,"-34,6079239021063",0
BUENOS AIRES,General San Martín,0,4210,--,--,0,SI,--,SI,0,--,SI,00,0,"-58,5843112459936"
BUENOS AIRES,0,Billinghurst,196640,SI,0,--,SI,--,0,0,SI,SI,63710100,0,"-58,5745828938046"
BUENOS AIRES,0,0,291800,SI,0,0,SI,SI,0,SI,0,SI,63710100,"-34,5796986848297",0
BUENOS AIRES,General San Martín,0,634790,--,SI,0,--,--,--,SI,SI,0,63710100,"-34,5416520781805","-58,5959093634496"
0,General San Martín,Va Ma Irene De Los Remedios De Escalada,00,0,SI,--,0,0,--,0,SI,SI,63710100,0,"-58,5922548425316"
BUENOS AIRES,General San Martín,Villa Ayacucho,00,--,SI,--,0,--,--,0,SI,SI,00,0,"-58,5530430923958"
BUENOS AIRES,General San Martín,0,362720,SI,SI,0,SI,--,SI,SI,SI,0,63710100,"-34,5422846822324","-58,5583177179822"
BUENOS AIRES,0,Villa Bernardo Monteagudo,85190,--,0,--,SI,--,0,--,0,SI,63710100,"-34,5905899097986",0
BUENOS AIRES,0,Villa Chacabuco,51790,--,0,--,SI,--,0,0,SI,SI,00,0,"-58,523036970803"
BUENOS AIRES,General San Martín,0,223690,--,SI,0,SI,--,--,0,SI,SI,63710100,0,"-58,5772769308184"
0,General San Martín,Villa General Antonio J De Sucre,63110,0,SI,--,SI,0,--,--,0,0,63710100,"-34,5470506011052",0
0,General San Martín,Villa General Eugenio Necochea,00,0,SI,--,0,--,--,--,0,SI,63710100,"-34,51253320696",0
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,00,--,SI,--,0,--,--,0,SI,SI,63710100,0,"-58,5669976603922"
0,General San Martín,Villa General Juan G Las Heras,00,0,SI,--,0,0,--,0,SI,SI,00,0,"-58,5553936643491"
BUENOS AIRES,General San Martín,0,61160,--,SI,0,SI,--,--,--,0,SI,63710100,"-34,5433989252454",0
BUENOS AIRES,0,0,211130,--,0,0,SI,--,0,--,SI,0,63710100,"-34,5507646909435","-58,5284854572959"
0,General San Martín,Villa Gregoria Matorras,00,0,SI,--,0,0,--,--,SI,SI,00,"-34,5383846467918","-58,5491721010066"
BUENOS AIRES,General San Martín,Villa José León Suarez,00,SI,SI,--,0,--,SI,0,SI,SI,00,0,"-58,5802550661988"
BUENOS AIRES,0,0,17380,--,0,0,SI,--,SI,--,SI,0,65320100,"-34,652429281715","-59,3523186300108"
BUENOS AIRES,0,Jorge Born,1910,--,0,--,--,--,0,--,0,0,65320300,"-34,69896",0
BUENOS AIRES,Mercedes,Mercedes,00,SI,SI,SI,0,0,SI,SI,SI,SI,00,"-34,6521715354886","-59,4295981722689"
0,Mercedes,Tomás Jofré,00,0,--,--,--,0,--,0,--,--,65320200,0,"-59,3194428313109"
0,Merlo,Libertad,00,0,SI,SI,0,0,SI,SI,0,0,65390100,"-34,7085422423529",0
BUENOS AIRES,Merlo,Mariano Acosta,00,SI,SI,--,0,--,SI,SI,SI,0,65390100,"-34,7154808073462","-58,7976740413845"
BUENOS AIRES,0,0,2741300,SI,0,0,SI,--,0,0,SI,SI,00,0,"-58,7436432079669"
BUENOS AIRES,Merlo,0,376280,SI,SI,0,SI,--,SI,SI,SI,SI,00,"-34,7467959489481","-58,7060431536772"
BUENOS AIRES,Merlo,San Antonio De Padua,00,SI,SI,SI,0,--,SI,SI,SI,0,65390100,"-34,6698581359268",0
0,Monte,Abbott,6030,0,--,--,SI,0,SI,SI,0,SI,65470100,"-35,2825062106661",0
0,Monte,San Miguel del Monte (Est Monte),170050,0,SI,SI,SI,0,SI,SI,SI,SI,00,"-35,4391643240479","-58,8094598355672"
0,Monte,Zenón Videla Dorna,00,0,--,--,0,0,--,0,--,SI,00,0,"-58,8855911917932"
BUENOS AIRES,0,Balneario Sauce Grande,1180,SI,0,--,SI,--,0,SI,SI,0,65530100,"-38,995357691335","-61,2152015930805"
BUENOS AIRES,0,0,63510,SI,0,0,SI,--,0,SI,0,0,65530200,"-38,9815065384254",0
BUENOS AIRES,Moreno,0,452310,--,SI,0,SI,--,SI,0,SI,SI,65600100,0,"-58,8163010886698"
BUENOS AIRES,0,0,279540,SI,0,SI,SI,--,0,SI,SI,SI,00,"-34,6073137077479","-58,859942785434"
BUENOS AIRES,Tigre,Don Torcuato Este,00,SI,SI,SI,0,--,SI,SI,0,0,68050100,"-34,4869370480479",0
0,Tigre,Don Torcuato Oeste,428730,0,--,--,--,0,SI,--,SI,0,68050100,"-34,5035354582885","-58,6275286549289"
BUENOS AIRES,0,0,543740,SI,0,0,SI,SI,0,SI,SI,SI,00,"-34,4713213368481","-58,6570301927479"
BUENOS AIRES,Tigre,0,542080,SI,SI,0,SI,SI,SI,0,SI,SI,68050100,0,"-58,6448936162046"
0,Tigre,Los Troncos Del Talar,00,0,SI,--,0,0,--,SI,SI,0,68050100,"-34,4425672031974","-58,6174364127772"
0,Tigre,Nordelta,00,0,SI,--,SI,0,--,SI,0,SI,68050100,"-34,4065916",0
RIO NEGRO,0,0,2430,--,0,0,SI,--,0,0,--,--,00,0,"-70,1708632216436"
RIO NEGRO,0,Ñorquincó,5650,--,0,--,--,SI,0,0,--,--,620560300,0,"-70,8943932149944"
RIO NEGRO,0,Ojos de Agua,690,--,0,--,--,--,0,SI,0,--,620560400,"-41,534892227381",0
BUENOS AIRES,Tigre,0,244100,SI,SI,0,SI,--,--,SI,0,0,68050100,"-34,4563339674448",0
0,Tigre,Rincón de Milberg,00,0,SI,--,SI,0,SI,0,SI,SI,68050100,0,"-58,6304827023614"
BUENOS AIRES,Tigre,Tigre,00,SI,SI,--,0,SI,SI,0,SI,SI,00,0,"-58,5779717541318"
BUENOS AIRES,Tordillo,0,13020,SI,SI,0,--,--,SI,SI,SI,0,68120100,"-36,5208587437818","-57,3249371025508"
BUENOS AIRES,0,0,00,--,0,0,--,--,0,--,0,0,68120100,"-36,4735206430311",0
BUENOS AIRES,0,0,2030,--,0,0,--,--,0,0,--,--,68190100,0,"-62,6424099899733"
BUENOS AIRES,0,Saldungaray,13510,SI,0,--,--,--,0,SI,SI,SI,00,0,"-61,7678925154653"
0,Tornquist,Sierra de la Ventana,00,0,SI,--,0,0,--,SI,0,SI,68190300,"-38,1366716139365",0
0,Ñorquincó,Río Chico (Est Cerro Mesa),2820,0,--,--,--,0,--,SI,0,0,620560500,"-41,7167227835394",0
0,Pichi Mahuida,Barrio Esperanza,670,0,--,--,0,0,--,0,--,--,00,0,"-63,9985907357656"
BUENOS AIRES,Cañuelas,Alejandro Petión,00,SI,SI,SI,0,--,SI,0,SI,SI,61340100,0,"-58,6749430768989"
BUENOS AIRES,0,Barrio Belgrano-Máximo Paz,71650,--,0,--,--,--,0,--,SI,0,61340300,"-34,9364563092157","-58,6143957995956"
BUENOS AIRES,Cañuelas,0,1550,--,--,0,--,--,SI,--,0,SI,61340200,"-35,0742486164225",0
BUENOS AIRES,Cañuelas,Cañuelas,00,SI,SI,SI,0,SI,SI,0,SI,SI,00,0,"-58,7583856965375"
0,Cañuelas,Gobernador Udaondo,00,0,--,--,0,0,SI,--,--,SI,00,"-35,3003271130454","-58,5943053657455"
BUENOS AIRES,0,Máximo Paz,71650,--,0,--,SI,--,0,--,0,0,61340500,"-34,9364563092157",0
BUENOS AIRES,0,0,52970,--,0,0,--,SI,0,--,SI,0,61340600,"-34,9611839371811","-58,7308918275978"
0,Cañuelas,Uribelarrea,12820,0,--,--,SI,0,SI,0,SI,SI,61340700,0,"-58,8904871463421"
0,Cañuelas,Vicente Casares,00,0,--,SI,0,0,SI,SI,SI,SI,00,"-34,9653526702416","-58,6504979594296"
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,00,SI,SI,--,0,--,SI,SI,SI,0,61400100,"-34,1723674255219","-59,789349139091"
0,Capitán Sarmiento,La Luisa,2300,0,--,--,--,0,SI,--,0,0,61400200,"-34,1285572110784",0
BUENOS AIRES,Carlos Casares,0,5420,--,--,0,--,--,--,SI,--,--,00,"-35,9189705554631","-61,5312630222769"
BUENOS AIRES,0,Villa Juan Martín De Pueyrredon,180820,--,0,0,SI,--,0,0,SI,SI,00,0,"-58,5750972559389"
0,General San Martín,Villa Libertad,00,0,SI,--,0,0,--,--,0,SI,63710100,"-34,5846960052521",0
BUENOS AIRES,General San Martín,Villa Lynch,00,SI,SI,--,0,--,--,SI,0,0,63710100,"-34,590146441043",0
BUENOS AIRES,General San Martín,Villa Maipu,00,SI,SI,--,0,0,SI,0,SI,SI,00,0,"-58,5245451491949"
0,General San Martín,Villa Marqués Alejandro María De Aguado,134400,0,SI,--,SI,0,--,--,SI,SI,00,"-34,5551356608044","-58,5383771255925"
BUENOS AIRES,0,0,37620,--,0,0,SI,--,--,--,0,0,63710100,"-34,5939487574993",0
BUENOS AIRES,0,Villa Parque San Lorenzo,45670,--,0,--,SI,--,0,--,SI,0,63710100,"-34,5618730613851","-58,5336624494541"
BUENOS AIRES,0,0,100180,SI,0,0,SI,--,0,SI,SI,SI,00,"-34,5659932905453","-58,5448069225448"
BUENOS AIRES,General San Martín,0,36540,--,SI,0,SI,--,--,0,SI,SI,63710100,0,"-58,5491073994839"
0,General Viamonte,Baigorrita,00,0,--,--,0,0,SI,SI,--,0,63850100,"-34,7472686783062","-60,9889526585307"
BUENOS AIRES,General Viamonte,La Delfina,00,--,--,--,0,--,--,--,0,0,63850200,"-34,9420471191406",0
BUENOS AIRES,Moreno,0,396850,SI,SI,0,SI,SI,SI,0,SI,SI,65600100,0,"-58,8380252692761"
BUENOS AIRES,0,0,1775720,SI,0,0,SI,SI,0,SI,SI,SI,00,"-34,637632238148","-58,7921362740593"
0,Moreno,Paso Del Rey,495530,0,SI,--,SI,0,SI,SI,0,SI,65600100,"-34,6353876829627",0
0,Moreno,Trujui,00,0,SI,SI,0,--,SI,SI,SI,0,65600100,"-34,5941439978594","-58,7557346559769"
BUENOS AIRES,0,Castelar,1079620,SI,0,--,SI,--,0,0,SI,SI,65680100,0,"-58,6456427123911"
BUENOS AIRES,Morón,0,593120,SI,SI,0,SI,SI,0,0,SI,SI,00,0,"-58,601533043415"
BUENOS AIRES,Tornquist,0,64730,SI,SI,0,SI,SI,--,SI,0,0,68190400,"-38,0989983131157",0
BUENOS AIRES,0,0,820,--,0,0,--,--,0,--,0,SI,68190500,"-38,2867749310339",0
BUENOS AIRES,Tornquist,Villa Serrana La Gruta,00,--,SI,--,0,--,--,--,--,--,00,0,"-62,0782618310425"
0,Tornquist,Villa Ventana,00,0,--,--,0,0,--,0,--,SI,68190700,0,"-61,9311383483155"
BUENOS AIRES,0,30 de Agosto,47770,--,0,--,SI,--,0,SI,0,0,68260400,"-36,2779720057322",0
BUENOS AIRES,Trenque Lauquen,0,10980,--,--,0,SI,--,--,SI,SI,0,68260100,"-35,8580311359835","-62,5126328995628"
BUENOS AIRES,0,0,1610,SI,0,0,--,--,0,0,--,--,00,0,"-62,3569660936558"
BUENOS AIRES,Trenque Lauquen,0,450,--,--,0,--,--,SI,0,--,--,68260300,0,"-62,2386894226074"
0,Trenque Lauquen,Trenque Lauquen,00,0,SI,SI,0,0,SI,SI,0,0,68260500,"-35,9746951559846","-62,7323099655579"
BUENOS AIRES,Trenque Lauquen,Trongé,00,--,--,--,0,--,SI,--,0,--,68260600,"-36,4603092402658",0
0,Tres Arroyos,Balneario Orense,00,--,--,--,0,--,--,0,SI,SI,68330100,0,"-59,7382989446997"
0,San Antonio,Los Alisos,610,0,--,--,--,0,--,--,--,--,00,"-24,2839395993959","-65,2818272273441"
CABA,COMUNA 01,0,399140,SI,SI,0,SI,SI,SI,SI,0,SI,20000100,"-34,6126880821742",0
CORDOBA,0,La Cumbrecita,5490,--,0,--,--,--,0,--,0,0,140070800,"-31,8969643877578",0
0,Calamuchita,Las Bajadas,1410,0,--,--,--,0,SI,--,--,SI,00,"-32,0954063583092","-64,3310535546374"
0,Calamuchita,Las Caleras,00,0,--,--,0,0,SI,0,--,--,140071000,0,"-64,5185923418535"
CORDOBA,Calamuchita,0,28790,SI,--,0,--,SI,SI,SI,SI,0,140071100,"-32,3211277679392","-64,2810080327514"
CORDOBA,0,0,2600,--,0,0,--,--,0,--,0,--,140071200,"-31,8568223164309",0
CORDOBA,Calamuchita,Los Reartes,00,SI,--,--,0,SI,SI,SI,SI,SI,00,"-31,919856077953","-64,5755037073336"
0,COMUNA 06,CABALLITO,00,0,SI,SI,0,0,SI,0,SI,SI,00,0,"-58,443603110353"
0,Río Primero,La Puerta,21850,0,--,--,SI,0,SI,SI,0,0,141051300,"-30,8926051154777",0
CORDOBA,Río Primero,La Quinta,00,--,--,--,0,--,SI,--,--,0,141051400,"-31,0622588456023","-63,1501281830965"
CORDOBA,0,Las Gramillas,1090,--,0,--,--,--,0,0,--,SI,141051500,0,"-63,2418444621471"
CORDOBA,0,0,1340,--,--,0,--,--,--,SI,--,--,00,"-30,7594681012857","-63,2035027286926"
0,Río Primero,Maquinista Gallini,00,0,--,--,0,0,--,--,0,0,141051700,"-30,9074419738178",0
0,Río Primero,Monte del Rosario,1140,0,--,--,--,0,--,--,0,--,141051800,"-30,9826026339688",0
CORDOBA,Río Primero,Montecristo,00,SI,--,--,0,0,SI,0,SI,SI,141051900,0,"-63,9457735584091"
0,Río Primero,Obispo Trejo,24200,0,--,--,--,0,--,--,SI,SI,00,"-30,7811924488335","-63,4130494343907"
CABA,COMUNA 10,0,325020,SI,0,0,SI,SI,SI,SI,0,SI,20000100,"-34,6364127783977",0
CORDOBA,0,Sinsacate,13170,SI,0,--,SI,--,0,SI,0,0,141681100,"-30,9428574787407",0
CORDOBA,0,0,82110,SI,0,0,SI,--,0,0,SI,SI,00,0,"-64,0682991778579"
CORDOBA,Tulumba,0,00,--,--,0,--,--,--,0,--,--,141750600,0,"-63,931111"
0,Tulumba,Churqui Cañada,00,0,--,--,0,0,--,--,0,0,141750200,"-30,1681571983317",0
CORDOBA,Tulumba,El Rodeo,00,--,--,--,0,--,--,--,0,--,141750300,"-30,176079345889",0
CORDOBA,Tulumba,0,790,--,--,0,--,--,--,0,--,--,00,0,"-64,5298988550679"
CORDOBA,0,0,11040,SI,0,--,--,--,0,SI,SI,SI,00,"-30,3812826841011","-63,5966635615372"
0,COMUNA 14,PALERMO,2259700,0,SI,SI,SI,0,SI,SI,0,0,20000100,"-34,5738999836423",0
ENTRE RIOS,Diamante,Aldea Valle María,00,0,--,--,0,--,SI,SI,--,0,300210600,"-31,9922440087904","-60,5878502274446"
ENTRE RIOS,0,Colonia Ensayo,2550,--,0,--,--,--,0,0,--,--,00,0,"-60,5752901869571"
ENTRE RIOS,Diamante,0,00,--,--,0,--,--,0,--,--,--,00,"-32,1382752741","-60,4330334152"
ENTRE RIOS,Diamante,0,191420,SI,SI,0,--,--,SI,SI,SI,0,300210800,"-32,0671549441222","-60,6377365188118"
ENTRE RIOS,0,0,1710,--,0,0,--,--,0,SI,0,--,300210900,"-32,1133207438253",0
ENTRE RIOS,Diamante,Estacion Puiggari,00,--,--,--,0,--,--,--,--,--,00,"-32,0602299925107","-60,4435729044204"
0,Diamante,General Alvear,00,0,--,--,0,0,SI,0,--,SI,00,0,"-60,6779497259324"
ENTRE RIOS,0,General Racedo,5140,--,0,--,--,--,0,SI,0,SI,300211100,"-31,9840164487261",0
FORMOSA,Formosa,0,2222180,SI,SI,0,SI,SI,SI,SI,SI,0,340140200,"-26,1828223055764","-58,1733930549121"
FORMOSA,0,0,9160,--,0,0,--,--,0,0,--,SI,00,0,"-58,8859915019649"
FORMOSA,0,Mariano Boedo,3730,--,0,--,--,--,0,--,--,--,00,"-26,1106357408727","-58,4884270518243"
0,Formosa,Mojón de Fierro,00,0,--,--,0,0,SI,--,0,SI,340140500,"-26,0345119719636",0
0,Formosa,San Hilario,5830,0,--,--,--,0,SI,--,--,0,340140600,"-26,0248676792093","-58,6500726228772"
0,Formosa,Villa del Carmen,00,0,--,--,0,0,SI,--,SI,SI,00,"-26,2522590977589","-58,252552869015"
FORMOSA,Formosa,Villa Trinidad,00,--,--,--,0,--,--,0,--,--,00,0,"-58,1733930549121"
FORMOSA,0,Banco Payaguá,3740,--,0,--,--,--,0,--,--,0,340210100,"-26,7071297025561","-58,3390745827256"
FORMOSA,Laishi,0,28020,SI,--,0,--,SI,SI,SI,0,0,340210200,"-26,654180225538",0
FORMOSA,Laishi,Herradura,00,--,--,--,0,--,SI,0,--,SI,340210300,0,"-58,3122424597995"
0,Laishi,San Francisco de Laishi,00,0,--,--,0,0,SI,SI,SI,SI,00,0,"-58,6300642415106"
FORMOSA,0,Tatané,10560,--,0,--,--,--,0,--,0,SI,340210500,"-26,3987186827879",0
FORMOSA,0,0,12900,--,0,0,--,--,0,--,0,0,340210600,"-26,6211844819298",0
0,Quemú Quemú,Quemú Quemú,37140,0,--,SI,SI,0,SI,0,SI,SI,421190400,0,"-63,5632432919433"
0,Quemú Quemú,Relmo,00,0,--,--,0,0,--,0,SI,--,00,0,"-63,4481302030919"
LA PAMPA,Quemú Quemú,Villa Mirasol,00,--,--,--,0,--,SI,SI,0,0,421190600,"-36,0757513459043",0
0,Rancul,Caleufú,20140,0,SI,--,SI,0,--,SI,0,SI,421260100,"-35,5928646334622",0
LA PAMPA,Rancul,0,520,--,--,0,--,--,--,--,--,--,00,"-35,7014889174834","-65,1025535202338"
LA PAMPA,0,0,11680,--,0,0,--,SI,0,0,--,--,421260300,0,"-64,940569826581"
0,Rancul,Parera,00,0,--,--,0,0,SI,SI,0,0,421260400,"-35,1462930750947",0
LA PAMPA,Rancul,Pichi Huinca,00,--,--,--,0,--,--,SI,--,0,421260500,"-35,6473423932767","-64,7695280662632"
0,Rancul,Quetrequén,3920,0,--,--,SI,0,SI,SI,--,--,00,"-35,0548439319726","-64,5213693396743"
0,Rancul,Rancul,00,0,--,--,0,0,SI,0,--,SI,421260700,0,"-64,683114985952"
LA PAMPA,0,Adolfo Van Praet,2790,--,0,--,--,SI,0,SI,0,0,421330100,"-35,0179130302315",0
LA PAMPA,0,0,13500,--,0,0,--,SI,0,SI,0,--,421330200,"-35,3338595551664",0
LA PAMPA,Realicó,0,3000,--,--,0,SI,--,SI,0,--,--,421330300,0,"-64,3847126106129"
MENDOZA,0,0,49390,--,0,0,--,SI,0,0,SI,SI,00,0,"-67,5161818289008"
MENDOZA,General Alvear,Carmensa,00,--,--,--,0,--,SI,SI,0,SI,500140200,"-35,1449057898791",0
0,General Alvear,General Alvear,299090,0,SI,SI,SI,0,SI,SI,SI,0,500140300,"-34,9804694766564",0
MENDOZA,0,0,4390,--,0,0,--,--,0,--,SI,SI,00,"-34,9792604557582","-67,6590893207424"
MENDOZA,Godoy Cruz,0,00,--,--,0,SI,--,--,0,SI,SI,00,0,"-68,8651880637399"
0,Godoy Cruz,Godoy Cruz,00,0,SI,SI,0,0,SI,SI,SI,0,500210100,"-32,9215283150576","-68,8549231831208"
0,Godoy Cruz,LAS TORTUGAS,00,0,--,--,SI,0,--,--,0,0,500210100,"-32,9453107154249",0
MENDOZA,0,0,00,--,0,0,--,--,0,--,--,--,00,"-32,9171352448748","-68,9190971058586"
MENDOZA,0,SAN FRANCISCO DEL MONTE,00,--,0,--,SI,--,0,0,SI,SI,00,0,"-68,8333388830804"
MENDOZA,0,Villa Hipodromo,00,--,0,--,SI,--,0,--,0,SI,500210100,"-32,9085519196216",0
MENDOZA,Godoy Cruz,0,00,--,--,0,--,--,--,--,SI,0,500210100,"-32,9368994348648","-68,8625261619583"
0,Grl José de San Martín,Pacará,00,0,--,--,0,0,--,0,--,--,00,0,"-63,43543212618"
MENDOZA,Malargüe,Malargüe,00,--,SI,--,0,SI,SI,SI,SI,SI,00,"-35,4770107120892","-69,5886491865783"
MENDOZA,Rivadavia,0,2160,--,--,0,--,--,SI,--,--,0,500840100,"-33,1624680014146","-68,506066911759"
MENDOZA,0,0,2670,--,0,0,--,--,0,--,0,SI,500840200,"-33,2692489302548",0
